15
300 5000
36 288 1
188 220 1
259 270 2
289 87 2
186 235 1
230 262 1
173 246 1
56 42 2
46 255 1
47 212 1
187 86 2
173 192 1
144 232 2
298 182 1
258 16 2
295 274 1
171 253 2
135 189 1
37 20 1
13 142 2
131 182 2
102 34 2
276 96 1
63 15 1
13 64 1
246 130 1
265 104 1
246 215 1
224 197 1
54 142 2
149 280 1
289 17 2
212 246 1
225 98 2
165 33 2
4 203 1
256 86 2
198 186 1
74 94 1
70 264 2
52 159 1
22 167 2
255 264 1
149 51 2
120 264 2
156 228 1
191 206 1
223 15 2
73 54 1
195 140 1
275 191 1
1 287 2
288 137 1
171 55 2
182 240 2
243 197 1
109 87 2
183 214 1
195 121 2
164 125 1
222 226 1
73 178 1
273 208 2
144 8 1
141 206 2
244 23 1
9 263 2
291 289 2
149 122 2
134 60 2
65 107 2
82 123 1
294 62 2
224 247 2
178 195 1
127 191 2
214 174 1
223 210 2
183 160 1
109 132 1
149 117 2
95 171 2
217 219 2
219 247 2
29 56 1
132 189 1
110 66 2
38 29 2
41 35 1
238 254 1
185 82 1
107 8 2
33 197 2
179 23 1
35 73 1
296 179 2
116 223 1
30 39 1
35 177 1
26 202 1
67 50 1
130 46 2
153 213 2
268 58 1
81 211 2
217 35 1
74 200 1
267 136 1
275 247 2
250 82 2
79 299 2
248 228 2
89 263 1
215 142 1
175 288 1
298 271 1
286 32 1
206 100 1
8 241 2
296 206 1
36 208 1
222 248 2
76 136 1
140 10 1
235 4 2
100 217 2
229 233 2
173 158 2
76 120 1
87 44 1
207 187 2
165 259 1
137 291 1
97 277 1
286 158 1
23 65 2
58 158 1
27 116 1
156 244 1
32 215 2
55 288 2
162 177 2
158 255 2
132 27 1
58 283 2
136 13 2
239 165 1
16 262 1
213 109 2
67 156 2
137 131 2
239 124 1
280 128 1
245 180 1
271 228 1
70 73 1
140 142 2
203 36 1
9 156 2
73 208 1
34 31 1
35 262 2
219 265 2
289 246 1
268 120 2
245 294 2
33 73 2
252 67 1
190 10 1
243 169 1
122 260 1
280 259 2
169 239 2
129 10 1
115 154 2
199 141 2
16 237 2
214 134 2
12 28 2
253 221 2
228 193 2
103 255 1
9 297 2
217 161 2
52 195 2
201 154 1
29 183 1
272 70 1
41 79 1
283 289 2
120 72 2
142 52 1
198 129 2
86 31 1
33 198 2
104 208 2
29 66 2
184 214 2
237 38 2
136 69 1
188 245 2
6 283 1
234 300 2
210 161 2
38 172 2
290 233 2
119 183 2
65 248 1
1 106 2
82 182 1
167 68 1
198 186 1
81 115 2
37 257 1
114 285 2
200 89 2
200 296 2
272 103 2
150 261 2
6 187 1
153 179 1
155 129 1
295 174 2
284 253 2
28 252 1
15 93 1
42 106 1
280 164 2
64 83 2
5 251 2
127 160 1
91 4 2
147 105 1
106 263 2
249 166 1
245 5 1
206 96 1
58 246 1
45 51 1
196 195 2
197 96 2
142 233 1
163 220 1
217 12 2
165 119 1
31 93 2
106 194 1
113 12 1
182 300 2
98 187 1
105 116 2
217 155 2
267 172 1
168 154 2
157 109 2
47 5 2
96 87 1
97 74 2
89 38 2
298 258 2
274 84 1
286 178 2
253 199 2
63 69 2
167 92 2
234 95 2
150 251 1
129 267 2
50 9 1
198 113 2
9 4 2
224 59 2
60 126 2
189 299 1
7 232 2
170 233 1
278 245 2
50 100 2
101 88 2
200 50 2
81 286 2
55 284 1
281 100 1
285 114 1
164 117 1
101 293 2
229 125 1
226 232 1
294 111 1
33 38 2
118 155 1
267 117 2
162 225 1
260 88 1
77 273 1
289 256 2
213 49 2
86 147 1
18 248 1
12 3 1
299 68 2
299 140 2
110 80 2
125 243 1
178 190 1
197 165 1
142 44 1
89 167 1
265 264 2
44 8 1
114 103 1
88 198 1
149 18 1
159 73 1
234 97 1
24 30 2
74 37 2
260 142 1
292 118 1
79 200 2
107 32 1
299 282 1
262 131 2
19 178 2
138 180 2
148 180 1
115 293 1
112 58 1
266 82 2
194 51 1
104 108 1
114 285 2
258 215 1
218 35 2
75 271 2
77 72 1
108 70 2
122 136 1
44 100 2
245 46 1
114 123 2
147 123 2
295 109 2
107 206 2
34 2 2
276 10 1
4 17 2
231 25 1
286 70 1
76 220 2
244 190 1
76 65 1
35 245 1
288 148 1
47 99 1
279 292 1
276 200 1
167 280 2
240 98 1
174 227 2
17 104 1
290 166 2
174 101 2
180 44 1
117 162 2
152 36 2
133 84 2
38 216 2
204 52 2
168 2 1
4 7 2
274 131 2
59 77 2
160 90 1
104 89 2
224 58 2
2 292 2
84 230 2
237 61 1
143 180 2
21 202 1
201 111 2
67 264 2
171 24 2
4 94 2
120 43 1
216 122 1
169 95 1
199 255 2
267 109 1
295 269 2
92 151 1
152 158 1
28 128 2
169 45 2
186 254 1
270 238 2
265 74 1
75 293 1
42 133 1
188 185 2
294 199 1
57 299 2
235 246 2
202 218 2
255 257 2
32 162 1
110 159 2
13 65 2
113 249 2
61 296 1
110 129 2
221 87 1
40 290 1
102 187 2
64 180 2
109 69 2
36 94 2
277 269 2
112 25 1
82 81 2
218 195 1
9 217 2
19 269 1
61 54 1
283 77 2
232 55 2
171 292 2
183 123 1
80 75 2
109 30 1
56 105 2
229 153 2
259 51 2
158 213 1
136 183 2
76 239 1
277 246 2
6 212 1
226 248 1
240 197 1
8 192 1
195 93 1
44 277 1
110 205 2
248 32 1
12 153 1
232 118 2
231 167 1
46 247 1
23 134 1
78 72 1
226 68 2
48 162 2
188 254 2
218 109 1
96 49 1
66 140 1
78 163 2
87 144 1
273 67 1
275 293 1
55 179 2
48 179 1
131 277 2
281 252 2
37 131 2
92 238 2
2 147 2
290 136 2
80 190 1
56 266 1
72 17 2
153 11 1
278 171 2
277 261 1
137 294 2
63 92 2
35 200 1
28 172 2
233 30 2
110 208 2
114 58 1
6 161 1
270 284 2
277 61 1
244 112 2
220 253 1
56 294 2
31 208 1
180 42 2
235 26 2
291 208 1
237 130 1
192 18 2
256 221 2
289 210 1
169 59 1
100 224 2
246 280 1
276 50 1
181 267 1
65 256 1
111 170 1
38 196 2
38 7 2
273 95 1
62 57 2
245 155 2
274 73 1
277 56 2
191 136 1
257 214 1
196 70 1
184 101 1
189 58 1
170 154 2
108 74 2
190 108 1
75 163 1
232 137 2
190 32 2
146 15 2
22 118 1
277 24 1
44 143 1
208 107 1
221 289 2
159 241 1
98 255 1
196 127 1
104 284 2
211 16 1
123 14 2
53 42 1
26 147 1
217 282 1
218 66 2
203 224 2
289 123 2
217 151 1
216 63 2
299 29 2
32 269 2
25 265 2
170 209 2
45 240 2
217 76 2
68 245 2
226 3 1
116 32 1
228 90 1
205 23 1
292 249 1
107 179 2
3 151 1
153 287 2
1 31 1
279 260 1
1 254 2
294 60 2
288 191 2
234 127 2
41 259 2
190 185 1
86 137 1
297 10 1
167 138 1
50 191 2
262 74 1
65 85 1
96 35 2
91 60 2
145 134 2
267 79 2
294 216 2
132 263 2
163 170 2
223 81 2
137 264 1
218 46 1
246 83 2
112 101 1
114 225 2
65 10 1
140 295 1
51 269 1
126 67 2
51 79 2
95 178 2
169 186 2
85 79 1
194 95 1
243 154 1
269 235 2
223 230 2
36 249 2
276 202 1
149 141 1
244 69 1
239 142 1
17 27 2
176 7 1
184 177 2
159 145 1
98 227 2
262 273 1
193 290 2
39 246 1
32 45 2
259 282 2
74 254 1
65 272 1
186 253 2
105 102 1
167 171 1
43 165 2
132 28 1
97 277 1
206 128 2
252 105 1
248 275 2
189 110 1
234 145 2
190 68 2
272 181 1
44 162 1
2 297 2
11 53 1
48 178 1
57 21 2
157 95 1
168 10 1
75 24 1
86 42 2
279 174 1
32 43 2
276 146 1
206 57 2
169 238 2
173 198 1
11 245 2
211 190 1
149 85 2
253 114 1
92 114 2
201 220 2
215 271 2
55 289 1
60 2 1
112 206 2
149 162 2
161 49 2
177 272 2
196 203 2
160 86 1
33 66 2
153 100 1
228 190 2
285 261 1
259 65 1
113 248 1
133 53 2
254 248 1
246 142 1
110 139 2
239 296 2
263 104 2
205 13 2
134 46 2
264 49 2
239 94 1
220 292 1
19 249 2
219 132 2
180 177 1
89 259 1
214 148 1
72 154 1
101 7 2
202 299 2
9 16 2
40 230 1
76 61 2
12 268 1
120 235 1
62 178 2
247 99 1
162 212 2
9 47 2
214 295 1
106 246 2
280 274 1
234 196 2
83 220 1
76 39 1
221 278 2
185 209 1
45 204 1
202 151 2
265 149 1
27 298 2
130 5 1
147 267 2
249 112 1
230 214 1
152 190 1
276 37 1
211 226 1
197 156 2
6 74 2
224 182 1
61 166 2
171 165 2
27 85 1
142 115 2
68 19 2
7 32 1
181 224 2
51 191 2
59 29 2
80 218 1
150 286 2
45 79 1
253 254 2
32 181 1
188 70 2
213 135 1
96 44 2
7 199 1
187 13 2
215 115 1
182 34 1
227 204 1
246 52 1
267 239 1
242 198 2
123 202 2
175 294 1
161 158 2
24 137 1
208 233 2
6 299 2
42 246 2
124 171 1
134 223 2
47 277 2
185 38 2
53 19 1
102 66 1
84 80 1
75 93 2
28 285 1
92 237 1
284 126 2
70 269 1
23 204 2
188 142 2
229 153 2
115 36 1
280 202 2
240 212 1
234 60 2
247 75 2
110 75 1
156 182 1
37 117 1
105 68 1
60 113 2
219 96 2
30 32 1
223 188 2
7 179 2
44 285 1
94 7 2
203 281 2
270 131 2
194 133 1
43 151 1
285 101 1
82 143 1
44 277 1
60 206 1
122 120 1
84 285 2
178 164 1
108 176 2
159 192 2
51 168 1
124 205 1
28 119 2
293 238 1
59 182 2
9 292 1
171 74 1
20 206 1
150 298 1
205 131 1
78 29 1
178 134 2
10 78 2
217 241 2
51 78 1
90 38 1
106 55 2
100 29 1
93 68 2
277 64 2
162 141 1
267 6 2
300 37 2
220 138 1
53 100 1
154 295 2
292 68 2
45 28 2
295 50 1
95 198 2
201 269 2
44 104 2
148 199 2
204 164 2
139 10 1
277 284 2
4 7 1
84 265 2
105 145 2
272 185 1
244 165 2
5 157 2
123 173 2
137 273 2
197 261 2
222 110 2
266 121 2
280 129 2
42 92 2
47 93 2
255 110 1
47 37 1
186 90 2
128 147 2
226 242 1
194 119 2
33 202 2
35 159 2
13 95 1
93 230 2
88 98 1
20 245 1
262 168 2
104 161 1
255 39 1
237 254 1
12 9 1
236 3 2
206 89 1
99 108 2
176 141 1
258 159 1
56 212 2
288 298 1
215 292 2
79 119 2
192 113 2
217 157 2
190 33 2
66 174 2
206 231 2
251 96 1
109 149 2
130 259 2
124 160 1
49 240 2
289 101 2
194 12 2
156 165 2
202 124 2
209 63 1
261 122 2
280 155 1
234 270 2
239 128 1
278 85 2
239 219 2
99 239 2
28 296 1
169 125 2
97 35 1
38 270 2
31 270 1
151 115 1
286 292 1
203 174 2
68 54 1
81 170 2
173 105 2
231 294 1
86 177 2
98 104 1
285 154 1
175 150 2
11 177 2
64 258 2
154 199 2
100 197 1
84 111 2
271 36 2
143 283 2
110 99 1
231 255 2
275 208 2
141 239 2
294 90 2
176 75 1
228 155 2
228 210 1
222 137 1
165 300 2
250 274 2
161 157 1
70 285 1
23 166 2
45 201 1
271 52 1
87 138 2
287 265 1
142 289 2
264 219 1
4 252 2
54 4 2
41 2 1
39 99 1
186 97 2
196 144 1
285 255 1
73 226 2
246 98 1
146 199 2
103 163 2
254 91 2
62 228 2
135 165 1
203 230 2
23 258 2
14 158 2
94 174 2
54 141 1
125 87 2
118 281 2
107 162 2
260 144 2
31 85 2
145 56 2
39 176 1
213 297 1
166 173 1
263 228 2
31 44 1
298 250 1
130 183 1
52 144 1
247 193 1
45 143 2
91 299 2
164 166 2
127 255 1
281 211 2
181 141 2
297 59 1
196 80 1
259 128 2
168 157 2
99 133 1
35 274 2
277 99 1
230 279 1
297 12 2
273 87 2
193 104 1
142 225 1
167 133 2
133 95 1
293 90 1
264 143 2
274 51 1
242 292 1
287 72 2
34 227 1
280 206 2
120 106 1
147 263 1
179 35 1
193 109 2
241 254 2
88 5 1
192 112 2
291 105 2
294 236 1
237 258 2
268 30 1
118 125 1
238 109 1
297 257 2
154 102 2
51 278 2
293 128 2
99 217 1
46 107 2
239 13 1
296 129 2
245 90 2
99 176 1
7 90 2
253 123 1
212 262 1
87 180 1
227 198 1
75 174 2
174 10 1
261 181 2
286 124 2
227 169 2
39 297 1
71 220 2
94 91 2
127 199 2
189 4 1
54 84 1
61 11 1
197 131 2
169 293 2
258 112 2
260 130 1
242 205 2
103 41 2
250 193 1
103 294 1
75 124 2
80 290 1
95 191 1
44 228 2
238 54 2
132 187 2
176 64 1
271 296 1
213 166 1
252 94 1
182 52 2
186 197 2
167 249 1
59 101 1
276 66 2
72 81 2
276 178 2
46 32 1
66 60 1
123 181 1
279 105 1
87 143 2
254 171 1
31 146 1
39 112 2
178 191 1
259 133 2
300 291 2
253 247 2
272 14 2
149 263 2
15 115 2
268 36 1
248 107 2
247 40 1
240 106 2
243 104 1
146 148 2
73 150 1
58 214 2
292 111 2
272 158 2
205 89 2
231 92 2
226 235 1
16 108 1
5 109 2
67 216 2
292 126 2
26 202 2
182 270 2
285 16 2
251 66 1
286 177 1
226 243 1
195 109 2
146 4 1
183 202 1
237 55 2
297 90 1
257 44 1
116 297 1
256 95 1
17 103 2
73 249 1
117 140 1
279 65 1
264 278 1
289 114 2
14 145 2
129 201 1
56 39 2
50 160 1
237 275 2
199 48 1
183 22 1
295 277 1
17 219 2
151 276 2
146 77 1
185 252 2
225 207 2
294 4 1
84 147 2
77 21 2
38 258 1
271 297 1
71 185 1
65 121 1
43 119 1
141 52 1
193 9 1
267 25 1
222 130 2
13 205 1
224 162 2
251 67 1
241 5 1
268 28 2
173 189 2
50 24 1
137 43 1
276 239 1
293 238 2
174 227 2
235 89 2
90 138 2
277 61 2
242 261 2
123 66 2
299 245 2
96 211 2
144 17 1
54 256 2
160 234 2
103 74 2
151 68 2
71 19 2
126 246 2
120 258 2
274 172 1
239 105 1
148 269 1
115 255 2
169 41 2
184 55 1
27 40 2
179 141 1
257 169 2
90 293 1
29 209 2
285 164 2
147 224 2
30 150 2
172 74 1
181 215 2
241 60 1
206 164 2
266 174 2
268 6 2
54 90 1
104 240 1
218 108 2
75 167 1
60 133 2
234 187 1
22 275 1
56 107 1
83 132 1
53 81 2
291 85 1
184 203 1
12 173 2
255 285 2
277 32 2
37 26 2
14 212 2
28 243 2
23 107 2
140 253 2
299 246 1
67 126 1
90 98 2
196 6 2
132 236 2
219 113 2
207 266 1
40 120 2
87 182 2
95 220 1
228 238 1
160 246 2
109 16 1
18 39 2
30 181 2
276 247 1
201 139 2
102 194 1
65 263 2
173 70 1
196 172 1
294 57 2
102 172 1
200 229 1
161 276 2
129 232 2
252 163 1
136 83 2
141 199 1
239 181 2
260 213 1
290 259 1
175 12 2
31 164 1
216 75 2
267 192 2
7 150 1
196 130 2
272 215 1
287 262 2
50 249 1
124 231 1
266 242 2
106 113 2
146 38 2
250 291 2
235 229 1
69 110 2
277 175 2
36 15 2
49 58 1
163 34 2
182 218 2
254 245 2
279 144 2
92 122 1
65 71 2
300 996
6 157 2
1 259 2
227 97 1
27 122 2
290 174 2
234 61 1
175 39 2
111 53 2
55 75 1
37 14 1
297 153 1
250 49 1
2 251 2
201 18 2
59 288 2
183 61 2
140 164 1
241 22 2
37 3 2
101 160 2
75 143 1
193 201 1
89 74 2
208 274 1
105 237 1
14 276 2
252 199 2
295 33 1
63 68 1
156 32 1
48 266 1
283 185 1
194 266 1
234 172 2
289 53 1
245 264 2
124 234 1
216 152 2
205 120 1
299 38 1
195 42 1
104 114 2
157 43 1
151 109 1
276 151 2
103 224 1
229 199 1
210 84 2
160 37 1
295 233 2
43 225 1
133 127 1
50 148 2
281 187 1
37 29 2
164 195 2
296 84 2
291 176 2
115 210 2
37 122 1
166 37 2
49 33 2
288 168 1
204 191 1
260 236 1
215 256 1
151 65 1
293 66 1
243 297 1
25 194 1
2 200 1
276 148 1
146 116 1
161 220 2
47 258 2
125 274 1
40 102 2
8 167 2
86 222 2
161 62 1
200 161 1
93 274 1
63 84 2
42 218 1
250 14 2
252 156 2
111 102 1
45 159 1
177 241 1
164 79 2
13 211 1
275 80 2
5 104 1
139 70 2
293 34 1
163 140 2
168 133 2
39 273 2
218 288 1
231 61 1
63 45 2
293 65 2
247 164 2
82 198 2
202 124 2
64 261 1
276 135 1
58 287 1
72 103 2
136 206 1
100 38 1
13 206 2
60 49 1
184 33 2
54 96 1
141 216 2
193 226 2
261 12 1
276 251 2
214 254 1
101 72 2
21 74 2
158 128 1
18 175 1
99 82 2
206 59 1
51 12 1
286 12 1
296 83 1
29 61 1
73 181 2
64 185 1
139 295 1
70 275 2
161 30 2
68 226 1
1 291 1
270 298 2
190 271 1
268 86 1
255 290 2
282 140 1
39 72 2
225 93 1
8 180 2
57 176 2
152 115 2
11 180 2
110 234 1
53 40 2
155 207 1
14 300 1
270 9 2
8 86 2
97 43 1
34 52 2
14 233 1
234 267 2
291 122 1
113 16 1
37 48 2
263 84 2
18 126 1
254 141 1
279 95 1
268 98 1
204 157 1
228 270 2
215 98 1
171 209 2
52 274 2
175 123 1
174 202 2
163 59 2
48 234 2
209 151 2
17 207 1
236 54 2
109 106 1
52 249 1
251 125 1
135 179 2
86 176 2
100 279 2
171 275 2
237 41 2
103 295 2
146 12 1
153 255 1
286 19 1
43 211 1
171 77 2
186 150 1
148 128 2
57 147 1
112 239 2
219 90 1
226 85 1
49 115 1
173 189 1
155 287 2
10 178 2
180 23 1
150 53 1
49 128 1
216 190 1
236 179 1
3 16 1
179 274 1
47 300 1
48 21 1
25 223 1
10 176 2
142 298 1
291 208 2
133 48 2
167 108 1
272 18 2
78 63 2
105 265 2
74 196 2
10 51 1
212 60 2
87 113 1
126 13 2
162 192 2
47 193 2
79 94 2
49 156 1
46 64 1
274 142 1
18 216 1
207 79 2
212 71 1
160 55 1
299 298 1
96 225 1
121 207 2
281 138 1
155 102 2
177 165 2
81 157 1
185 255 2
222 54 1
54 91 1
77 172 1
113 87 2
181 65 1
203 163 1
65 74 1
268 49 1
35 28 2
23 99 1
139 150 1
165 279 2
198 118 1
25 92 2
268 141 2
121 206 1
163 152 1
151 282 1
229 10 2
297 138 2
202 216 2
298 271 1
187 271 1
52 112 1
142 80 2
61 214 1
130 90 2
259 172 1
50 175 2
208 145 2
273 252 1
275 289 2
219 17 2
66 139 2
31 121 2
297 53 1
230 241 2
235 143 1
205 119 1
280 150 1
13 224 2
121 1 2
117 25 1
116 53 1
194 190 2
45 284 1
18 17 2
175 228 2
158 224 1
95 178 2
134 243 2
119 245 1
38 275 2
17 69 1
82 88 1
73 19 1
99 63 1
206 21 1
236 259 2
300 205 2
100 117 1
212 230 1
222 158 1
242 220 1
194 279 1
150 71 1
133 155 1
19 272 1
150 152 1
240 101 1
29 45 1
68 67 1
10 205 2
89 172 2
268 199 2
32 191 1
25 220 2
168 183 1
8 13 1
298 234 2
187 196 1
63 28 2
86 172 1
267 10 1
299 109 2
189 19 1
50 73 2
278 25 1
137 258 2
209 271 2
1 24 1
235 296 2
134 125 1
135 56 2
234 91 2
187 105 1
42 27 2
81 177 1
232 107 2
247 74 1
215 108 2
144 151 1
52 229 1
80 60 1
223 25 2
43 128 1
180 131 1
27 37 2
136 225 2
19 82 1
296 201 1
7 49 2
180 271 2
284 267 1
290 215 2
165 118 2
171 249 2
242 197 2
39 35 1
46 202 1
146 230 1
43 129 2
131 64 1
60 170 2
130 172 1
222 73 1
166 120 2
234 232 1
51 56 2
167 179 2
204 42 1
137 176 2
143 16 1
216 129 2
35 152 1
187 35 1
136 269 2
114 208 2
294 213 2
55 142 2
5 164 1
296 243 1
252 147 2
227 92 2
42 9 2
273 288 2
140 195 2
281 277 1
146 41 2
297 213 1
121 251 2
236 7 2
58 30 2
139 20 2
229 297 1
117 113 2
222 141 1
47 32 2
185 224 1
6 145 2
25 294 2
54 258 2
193 108 2
283 218 2
154 33 2
119 281 1
229 135 2
220 205 2
249 229 2
249 149 2
7 296 1
170 152 2
100 73 1
45 112 2
243 249 1
261 38 2
268 230 2
282 186 2
15 99 2
80 214 2
86 128 1
136 80 2
50 52 2
156 134 2
107 20 1
136 107 1
172 82 1
79 207 1
270 139 2
129 213 1
129 191 1
29 46 2
240 242 1
264 72 2
223 27 2
82 58 2
175 297 2
37 139 2
8 271 1
11 280 2
47 238 1
217 134 1
109 295 2
76 124 1
3 196 2
294 84 1
257 125 2
215 63 1
157 179 1
209 109 1
296 58 2
30 279 1
192 233 2
299 64 1
242 124 2
193 1 2
234 288 1
58 222 2
120 26 2
248 2 1
256 110 2
108 55 2
84 196 2
153 191 1
91 51 1
21 238 1
86 57 2
163 97 1
164 205 2
57 181 1
170 217 2
234 57 2
228 289 1
241 41 2
144 279 1
115 265 2
128 33 1
84 87 2
133 13 1
96 215 1
110 84 1
154 280 2
222 127 2
186 44 2
192 154 1
215 162 1
289 54 1
189 153 1
20 117 1
70 173 1
225 32 1
56 197 1
126 297 2
148 61 1
59 97 2
251 242 1
99 120 2
21 80 2
254 144 1
292 129 1
35 271 2
36 8 2
269 23 2
110 160 1
207 43 2
83 106 2
28 43 2
284 202 1
57 273 2
60 129 2
95 26 1
157 236 2
155 285 2
66 181 2
48 154 2
292 66 2
236 118 1
14 141 1
12 58 1
109 91 1
3 91 1
176 262 2
139 264 2
220 297 2
235 134 2
193 212 1
198 182 2
127 142 1
240 18 2
167 151 1
86 165 2
202 50 2
287 134 2
232 37 2
89 41 1
96 68 2
176 117 1
24 117 2
23 172 2
68 81 1
290 220 2
175 50 1
86 125 1
147 200 2
147 60 2
165 197 1
151 280 2
248 205 2
185 270 1
159 177 2
154 229 2
99 92 1
75 47 1
263 132 2
64 134 1
15 269 2
100 268 1
247 12 2
53 8 2
117 128 1
4 7 2
149 164 2
207 296 1
11 105 1
199 120 1
19 1 1
116 85 2
43 104 1
295 158 2
160 48 1
84 160 1
208 112 1
48 22 2
93 240 2
227 270 2
113 7 1
11 26 2
222 220 1
129 289 2
176 45 2
190 11 2
84 148 2
84 247 1
192 284 1
286 4 1
148 278 1
129 251 2
28 35 2
67 136 1
176 73 1
122 86 1
262 29 2
100 28 2
45 14 1
176 47 1
48 14 2
204 152 1
36 106 2
145 177 1
212 6 2
129 221 2
238 215 1
288 193 1
11 122 2
140 230 2
238 162 2
165 190 2
32 8 2
134 171 2
151 43 2
160 293 1
80 250 1
147 156 2
36 109 2
122 20 1
41 192 1
170 42 2
81 266 2
181 220 2
5 247 2
257 73 1
273 187 1
186 155 2
266 26 2
201 6 2
77 27 2
285 258 2
277 86 2
89 66 1
271 11 1
15 8 2
173 298 2
126 169 2
237 189 1
285 127 1
260 137 2
40 41 2
253 115 2
191 133 1
71 248 2
129 94 1
46 64 2
178 46 2
169 60 2
92 190 1
163 32 2
2 229 2
97 53 1
40 284 2
20 56 1
139 8 1
263 288 1
162 211 2
61 176 2
52 155 2
30 141 1
242 76 1
85 203 2
236 79 2
92 21 2
259 145 2
149 74 1
235 100 2
185 86 1
9 91 1
159 57 2
268 127 2
210 169 1
144 269 1
158 61 2
80 299 1
156 226 2
197 142 1
174 139 1
80 90 1
103 199 2
223 6 2
138 83 2
226 44 2
240 205 2
165 162 1
117 116 2
118 246 1
21 161 1
35 5 1
8 49 2
140 289 1
161 100 1
201 263 2
286 284 2
291 299 1
177 284 2
212 203 1
94 122 2
94 138 1
230 22 2
289 55 2
146 125 1
52 119 2
167 140 2
86 100 2
38 16 2
71 84 1
252 214 1
9 30 2
239 87 1
135 170 1
260 238 1
145 92 2
214 67 2
173 97 2
188 238 1
224 199 2
83 69 1
130 200 1
88 293 1
52 121 1
189 175 1
69 41 1
154 218 2
266 26 2
147 230 1
248 155 2
101 133 2
25 274 1
32 54 1
152 3 2
175 39 2
187 13 2
136 201 1
117 288 2
193 178 2
93 161 1
146 91 1
223 197 2
180 77 2
83 278 1
174 241 2
87 146 2
231 93 2
218 51 1
98 251 2
237 292 2
51 118 1
90 31 1
132 214 1
259 204 2
88 79 1
187 92 2
162 238 1
13 266 1
33 120 2
192 28 2
1 140 1
39 247 2
152 181 2
107 300 1
199 277 1
183 257 2
37 63 2
241 272 1
275 182 1
115 234 1
278 98 1
23 279 1
225 122 1
7 92 2
46 58 2
296 294 1
110 138 2
25 17 2
54 267 2
8 169 2
253 152 2
84 104 2
53 255 1
198 8 1
284 247 1
266 232 2
65 196 1
191 70 2
238 259 2
222 271 1
60 252 2
284 263 1
275 140 1
43 95 1
117 241 1
264 19 2
182 186 2
288 197 1
203 219 1
17 230 2
184 197 2
42 212 1
2 195 2
78 1 2
57 26 2
158 32 2
160 151 1
118 272 2
246 259 1
294 251 2
62 292 1
270 80 2
98 129 2
75 288 2
18 73 1
235 161 1
224 210 2
219 225 2
152 157 2
97 130 2
195 219 2
17 139 1
202 14 1
24 81 1
161 116 1
155 214 1
201 42 1
115 92 2
58 67 2
217 73 1
271 111 2
15 229 2
54 114 1
205 180 1
283 166 1
137 152 2
252 91 1
293 166 2
189 107 1
279 39 1
96 262 2
15 261 1
234 151 2
212 178 1
288 299 2
272 222 1
257 275 2
176 247 1
57 164 2
250 90 2
46 294 2
18 12 2
110 227 1
152 192 1
37 56 1
154 289 2
250 235 2
47 56 1
54 63 2
267 43 1
235 92 1
146 177 1
134 153 2
130 80 1
214 54 1
251 104 1
102 139 2
52 123 1
39 44 2
223 25 2
20 220 1
17 105 2
32 11 1
238 213 2
262 251 2
238 73 1
8 96 2
202 104 2
79 232 2
245 142 1
19 111 2
24 188 1
289 261 1
109 259 2
293 117 2
253 208 1
189 278 1
71 3 2
280 133 1
290 7 2
251 186 2
89 30 2
183 236 1
143 249 1
57 94 1
128 186 2
81 132 1
271 189 2
90 96 2
104 223 2
150 264 2
116 139 2
241 27 1
228 178 2
240 83 1
68 174 2
111 235 2
178 89 2
136 137 2
132 170 2
146 89 2
229 119 2
257 76 1
246 188 2
78 81 2
163 83 2
140 123 1
203 134 2
246 46 2
275 87 2
242 256 1
225 192 2
232 189 2
128 13 1
69 98 2
56 286 1
254 132 2
115 219 2
155 219 2
3 169 1
251 298 1
87 12 2
274 226 1
118 273 2
205 259 1
295 246 2
134 219 2
218 113 1
30 6 1
245 157 2
12 191 1
178 243 1
288 163 1
111 216 2
164 191 2
84 29 2
191 25 1
248 172 1
49 284 2
43 270 2
134 176 1
112 100 2
157 139 1
258 29 1
177 102 2
237 211 2
7 161 2
68 95 2
248 209 2
172 85 2
218 296 1
54 47 1
2 230 1
143 223 2
227 232 2
86 268 2
8 14 2
277 9 2
174 207 2
215 37 1
232 117 1
224 158 2
199 296 2
9 227 1
263 185 1
5 281 2
222 225 1
169 49 2
281 121 2
230 283 1
117 186 1
71 39 2
138 200 1
263 192 1
102 291 2
74 83 1
44 152 2
88 113 2
253 123 2
259 228 1
44 196 1
8 180 2
259 81 1
137 77 2
227 219 2
131 204 2
263 95 2
195 5 1
214 49 2
234 290 1
300 4977
158 187 1
20 255 1
36 50 1
300 91 2
86 100 2
150 263 1
220 246 2
209 146 2
227 77 2
284 11 2
83 146 1
24 110 2
2 27 1
12 131 1
42 198 2
181 34 1
11 2 1
116 101 2
239 147 2
268 69 2
119 61 1
29 175 2
146 52 2
210 219 2
181 153 1
95 219 2
61 15 2
172 105 2
127 294 1
123 28 2
20 293 1
201 181 2
252 294 2
145 85 2
67 86 1
84 238 1
287 114 2
271 234 2
45 196 1
267 90 2
190 82 1
268 259 1
62 217 2
170 51 1
62 245 2
176 33 1
267 260 2
119 266 1
14 100 2
118 251 2
275 148 1
292 110 1
112 95 1
19 216 1
102 18 1
15 108 2
90 180 1
60 297 1
205 265 2
3 280 1
53 279 2
146 59 2
142 60 2
205 124 2
293 130 1
198 44 2
4 179 2
23 71 2
52 186 2
106 166 1
38 186 2
215 272 1
292 298 2
230 273 2
209 134 1
278 7 1
155 80 1
166 91 1
75 283 2
